2017,non-preemptive preemptive scheduling using synchronization synthesis
2016,cybercardia project modeling verification validation implantable cardiac device
2016,bifurcation analysis cardiac alternans using \delta -decidability
2016,formal modeling analysis pancreatic cancer microenvironment
2016,high-level modeling verification cellular signaling
2016,probabilistic reachability analysis tap withdrawal circuit caenorhabditis elegans
2016,formal modeling biological system
2016,smt-based analysis virtually synchronous distributed hybrid system
2015,sreach probabilistic bounded delta-reachability analyzer stochastic hybrid system
2015,formal analysis provides parameter guiding hyperoxidation bacteria using phototoxic protein
2015,towards personalized prostate cancer therapy using delta-reachability analysis
2015,dreach δ-reachability analysis hybrid system
2014,pathway-gene identification pancreatic cancer survival via doubly regularized cox regression
2014,parameter synthesis cardiac cell hybrid model using δ-decisions
2014,25 year model checking
2014,compositional approximate quantitative reasoning medical cyber-physical system application patient-specific cardiac dynamic device
2014,proof generation delta-decisions
2013,bayesian statistical model checking application stateflow/simulink verification
2013,dreal smt solver nonlinear theory real
2013,automatic abstraction smt-based unbounded software model checking
2013,solving qbf free variable
2013,satisfiability modulo ode
2013,finding error python program using dynamic symbolic execution
2013,turing computable real number still important today
2012,computable real number still important today
2012,δ-complete decision procedure satisfiability real
2012,rare-event verification stochastic hybrid system
2012,delta-decidability real
2012,learning probabilistic system tree sample
2012,statistical model checking markov decision process
2011,analog circuit verification statistical model checking
2011,statistical model checking cyber-physical system
2011,formal analysis logical model pancreatic cancer
2010,analysis verification hmgb1 signaling pathway
2010,simulation-based probabilistic model checking mixed-analog circuit
2010,computational modeling verification signaling pathway cancer
2010,automated assume-guarantee reasoning implicit learning
2010,comparing learning algorithm automated assume-guarantee reasoning
2010,non-prenex non-clausal qbf solver game-state learning
2010,statistical verification probabilistic property unbounded
2009,computing differential invariant hybrid system fixedpoints
2009,efficient sat solving non-clausal formula using dpll graph watched cut
2009,formal verification curved flight collision avoidance maneuver case study
2009,27-year quest overcome state explosion problem
2009,learning minimal separating dfas compositional verification
2008,verification evolving software via component substitutability analysis
2008,word-level predicate-abstraction refinement technique verifying rtl verilog
2008,statistical model checking biolab application automated analysis t-cell receptor signaling pathway
2008,statistical model checking mixed-analog circuit application third order delta-sigma modulator
2008,verification supervisory control software using state proximity merging
2008,birth model checking
2008,extending automated compositional verification full class omega-regular language
2008,proving ptolemy right environment abstraction framework model checking concurrent system
2007,model checking software beyond
2007,sat-based compositional verification using lazy learning
2007,reachability linear hybrid automaton using iterative relaxation abstraction
